course,isco_code,occupation_id,occupation_label_fr,skill_id,skill_label_fr,relation_type,label,split
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/8cf03262-b6b0-4fe8-9d66-91063bb32db3,composants de batteries,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/7a950986-27fe-4b6c-adf3-88f211e77019,composants robotiques,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/f96f5aa5-6ed7-40dc-a431-68b0a09d6d4b,concevoir des composants d’automatisation,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/bacbfc27-4b5d-47de-8bfd-af5fa27562a2,concevoir des prototypes,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/feceacee-d425-4e73-821a-02dfb85084db,contrôler la production,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/c5e8abde-d2ba-4e8e-a65e-720b71180666,données non structurées,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/96d901a6-c931-4e8d-b685-a47e1deaaa1b,définir des besoins en énergie,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/83fc0b2b-6cd2-46af-b1ff-d3fc83604c26,efficacité énergétique,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/328733a7-6d84-420d-a65c-2a8014fadc60,enregistrer des données d'essais,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/7341904f-5913-470c-8c53-bc832df248ec,entretenir du matériel robotique,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/f82e10fc-392c-429e-bcc2-0b9ce5ee886f,environnement naturel synthétique,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180,exploration de données,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/696e3b5b-8b61-45af-ae4c-3ab700f197ec,extraction de l’information,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/31c69100-b612-4a61-8db5-fd314318854c,exécuter des calculs mathématiques et analytiques,essential,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/999f0cf8-0d78-492c-be17-06ee15bce47a,faire la simulation de modèles mécatroniques,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/142f7164-fe09-49ec-af18-7c9e86269d9e,fluides de batteries,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/4a806285-13a0-495b-b383-c3990f8f7d4a,garantir l'intégrité de la coque,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/7c127140-3a91-4fe2-b33e-12567d78ef0f,gaz combustible,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/af2eb9ef-c98d-4ab2-b4dd-049cdb30e665,"guidage, navigation et contrôle",optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/9c071f1d-eac3-449d-b004-c14775b5a3b9,génie mécanique,essential,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/143769cb-b61e-47d8-a61e-eedfbec1016c,informatique décisionnelle,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/d4f7cf8d-0d14-483b-9840-4b4583dcc0f2,inspecter la construction des navires,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/818c2b89-1335-4443-ada7-e1046862e273,installer des composants d’automatisation,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/455a7133-cf0f-4c74-a91f-fd35c0d25b79,installer des équipements mécatroniques,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/8a753714-9a19-4418-9b37-77e79d72c705,intégrer de nouveaux produits dans la fabrication,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/ad59afe4-6f8a-4bc4-acfd-0f228277508a,logiciel de système d'analyse statistique,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/82313e12-9d39-47d1-b7c9-78bbd6bb50e2,logiciel d’IAO,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/6f5850ea-5785-4e2c-b062-743066fd5bdb,législation environnementale,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/4339176e-3acd-4f7f-a5d9-445bee3d23f2,mathématiques,essential,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/74c0c0d2-aeb8-44b2-b86a-117d0455ae88,matériaux composites,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702,mener une étude de faisabilité,essential,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/87b1c959-236d-4761-b3be-b1c729497f75,mécanique des fluides,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/2964011e-f828-4c6c-b98b-51e984d66365,mécanique des matériaux,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/2ee670aa-c687-4ff7-92eb-0abc9b57e5f2,mécanique des navires,essential,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/d88cb3f1-8e02-4618-bf32-4b0488066934,mécatronique,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/8d4271ca-c9fd-40b3-875f-15f78332a49e,normes de qualité,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/adc76417-47f8-4f3d-8037-3c5c5ce9d9b2,parler l’anglais maritime,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/692ace70-7f97-4214-92bd-88f7637d8a44,physique,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/4c58528e-bdaa-43ad-8f5a-8ad0b8cd4bbb,principes de conception,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/209a5498-3449-4689-8ed9-bd08cab4fd78,principes d’ingénierie,essential,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/72a74f69-5cf1-43c5-99b9-62a444578919,processus d'ingénierie,essential,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278,procéder à l’extraction de données,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/3786b61f-f22e-48d1-af8d-ad4c354534db,procédés de fabrication,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/2aff15fb-1c24-42b5-89ca-17696df25370,produits chimiques,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/1a6c7e0d-fc13-41d7-a5c0-8ca00606de89,promouvoir les énergies renouvelables,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/b251544f-7b92-46d5-8e14-97f59ce1c7dc,promouvoir une conception innovante des infrastructures,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/e87ec79a-c9ff-46f5-84fa-7a0f394cdf40,robotique,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/465ff64a-1271-4064-8ed1-e969cb68d8b4,réaliser des essais de fonctionnement,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/bbd57056-80e0-45bb-a2c1-658ed99a1251,réaliser des essais de performance,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/4fabca9a-7435-4f33-b1da-3cdb00340fdc,réaliser des recherches scientifiques,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/0ad6d5e8-593f-4191-843c-439b23a468ca,réaliser un audit énergétique,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/a8d41cca-3bc9-4d2a-ae09-436dabe86e21,rédiger un cahier des charges de normes de conception,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/a7f0fbe0-c546-4f30-8e41-34a58c64567e,stockage de données,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/03ff0d53-573a-47a0-a0ad-1995815a4339,structure de l’information,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/c69fe106-693e-4633-8c80-9734e52700b1,système de défense,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/bf1f763e-c505-46e7-8af3-e48f13ec5f44,technique de régulation,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/348b74cd-49ce-4844-8bdf-ec188b497213,techniques de présentation visuelle,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/f4a6e9f7-5cff-46c0-894c-59c20bb78694,technologie de l’automatisation,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/783ab646-4ccd-4058-a512-152ba6c00582,technologie furtive,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0,technologies de dématérialisation,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/f8413360-6114-40de-a276-c59b764b9913,technologies des énergies renouvelables,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/6e34b68e-0d61-49f2-bc4d-571c0326d857,tester des capteurs,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/6c65bbce-15ce-447e-9666-0fe928f5588c,tester des unités mécatroniques,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/629c9139-8a87-447b-8f61-bfe678cf3e7c,types de navires maritimes,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/8369c2d6-c100-4cf6-bd83-9668d8678433,utiliser l’apprentissage automatique,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/b34e2ba1-9080-48c9-9b42-ee9192a4d3f1,utiliser un logiciel de CAO,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/7a757fa5-9a6f-43ab-9e66-f8f4dba1ffcb,utiliser un logiciel de FAO,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/c95c29fe-3971-46b7-80e9-1f7e75ba99b3,utiliser un logiciel d’analyse de données spécifique,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/7c8a86b2-b0ae-4969-901a-5949d9974755,utiliser un testeur de batterie,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/0037c821-2898-4919-b96e-7ed1cd89554c,élaborer des concepts d’économie d’énergie,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/5c98825f-146d-4d35-97cf-207b2afd9ae2,élaborer des plans techniques,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/114a79ef-1e62-475b-a862-954f5b4cca20,élaborer des procédures de gestion des déchets,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/05e5e14f-ffa6-4106-b311-c6335ccc2bd2,énergie solaire,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/e95058a6-e139-42e7-a470-72038a606649,évaluer la viabilité financière,essential,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303,évaluer l’incidence sur l’environnement,optional,1,train
auto,2144,http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88,architecte naval/architecte navale,http://data.europa.eu/esco/skill/be0d40bc-23cb-4551-89ac-727faa8a4e52,évaluer l’intégrité structurelle d’un navire en vue de son utilisation en mer,essential,1,train
auto,2144,http://data.europa.eu/esco/occupation/9e47c727-5718-48f1-a567-6a4c09397a21,aérodynamicien/aérodynamicienne,http://data.europa.eu/esco/skill/42b23922-1c40-4dbe-9e0c-7a568dfdf06b,ajuster des conceptions techniques,essential,1,validation
auto,2144,http://data.europa.eu/esco/occupation/9e47c727-5718-48f1-a567-6a4c09397a21,aérodynamicien/aérodynamicienne,http://data.europa.eu/esco/skill/632843be-2872-47b4-a92e-352629f9bd88,analyser la résistance aux contraintes de produits,optional,1,validation
auto,2144,http://data.europa.eu/esco/occupation/9e47c727-5718-48f1-a567-6a4c09397a21,aérodynamicien/aérodynamicienne,http://data.europa.eu/esco/skill/f54c10e4-630d-4e50-95e9-4e9e268e8f12,approuver une conception technique,essential,1,validation
auto,2144,http://data.europa.eu/esco/occupation/9e47c727-5718-48f1-a567-6a4c09397a21,aérodynamicien/aérodynamicienne,http://data.europa.eu/esco/skill/80466be3-825a-456a-94ec-9c83c0007f0c,aérodynamique,essential,1,validation
auto,2144,http://data.europa.eu/esco/occupation/9e47c727-5718-48f1-a567-6a4c09397a21,aérodynamicien/aérodynamicienne,http://data.europa.eu/esco/skill/c5c51528-ccfc-4c53-b409-c200aaa44222,communiquer avec des ingénieurs,essential,1,validation
auto,2144,http://data.europa.eu/esco/occupation/9e47c727-5718-48f1-a567-6a4c09397a21,aérodynamicien/aérodynamicienne,http://data.europa.eu/esco/skill/f5fa2654-52cc-45d2-ac92-ac979dee5d12,composants d'un moteur,essential,1,validation
auto,2144,http://data.europa.eu/esco/occupation/9e47c727-5718-48f1-a567-6a4c09397a21,aérodynamicien/aérodynamicienne,http://data.europa.eu/esco/skill/59ea80e1-463a-4dba-82c6-d0b6d577d532,dessin industriel,essential,1,validation
auto,2144,http://data.europa.eu/esco/occupation/9e47c727-5718-48f1-a567-6a4c09397a21,aérodynamicien/aérodynamicienne,http://data.europa.eu/esco/skill/c79a6989-a73c-496b-997f-c706e1c5c52b,déterminer la faisabilité d’une production,optional,1,validation
auto,2144,http://data.europa.eu/esco/occupation/9e47c727-5718-48f1-a567-6a4c09397a21,aérodynamicien/aérodynamicienne,http://data.europa.eu/esco/skill/31c69100-b612-4a61-8db5-fd314318854c,exécuter des calculs mathématiques et analytiques,essential,1,validation
auto,2144,http://data.europa.eu/esco/occupation/9e47c727-5718-48f1-a567-6a4c09397a21,aérodynamicien/aérodynamicienne,http://data.europa.eu/esco/skill/204cd81a-b1f0-467c-8c5c-17e723eb62fd,fonctionnement de différents moteurs,essential,1,validation
auto,2144,http://data.europa.eu/esco/occupation/9e47c727-5718-48f1-a567-6a4c09397a21,aérodynamicien/aérodynamicienne,http://data.europa.eu/esco/skill/9c071f1d-eac3-449d-b004-c14775b5a3b9,génie mécanique,essential,1,validation
auto,2144,http://data.europa.eu/esco/occupation/9e47c727-5718-48f1-a567-6a4c09397a21,aérodynamicien/aérodynamicienne,http://data.europa.eu/esco/skill/b07daddc-8625-4360-946e-ad2b0e56ebf6,lire des schémas techniques,essential,1,validation
auto,2144,http://data.europa.eu/esco/occupation/9e47c727-5718-48f1-a567-6a4c09397a21,aérodynamicien/aérodynamicienne,http://data.europa.eu/esco/skill/82313e12-9d39-47d1-b7c9-78bbd6bb50e2,logiciel d’IAO,essential,1,validation
auto,2144,http://data.europa.eu/esco/occupation/9e47c727-5718-48f1-a567-6a4c09397a21,aérodynamicien/aérodynamicienne,http://data.europa.eu/esco/skill/4339176e-3acd-4f7f-a5d9-445bee3d23f2,mathématiques,essential,1,validation
auto,2144,http://data.europa.eu/esco/occupation/9e47c727-5718-48f1-a567-6a4c09397a21,aérodynamicien/aérodynamicienne,http://data.europa.eu/esco/skill/efa141df-f382-418f-9121-bd88fd735669,mécanique,essential,1,validation
auto,2144,http://data.europa.eu/esco/occupation/9e47c727-5718-48f1-a567-6a4c09397a21,aérodynamicien/aérodynamicienne,http://data.europa.eu/esco/skill/532bcdca-a889-4dea-8f7f-4e03d8cfd0d2,mécanique des aéronefs,optional,1,validation
auto,2144,http://data.europa.eu/esco/occupation/9e47c727-5718-48f1-a567-6a4c09397a21,aérodynamicien/aérodynamicienne,http://data.europa.eu/esco/skill/53b1dcbc-7c51-43cd-9e3a-9ca78afd2895,mécanique des bicyclettes,optional,1,validation
auto,2144,http://data.europa.eu/esco/occupation/9e47c727-5718-48f1-a567-6a4c09397a21,aérodynamicien/aérodynamicienne,http://data.europa.eu/esco/skill/2964011e-f828-4c6c-b98b-51e984d66365,mécanique des matériaux,optional,1,validation
auto,2144,http://data.europa.eu/esco/occupation/9e47c727-5718-48f1-a567-6a4c09397a21,aérodynamicien/aérodynamicienne,http://data.europa.eu/esco/skill/2ee670aa-c687-4ff7-92eb-0abc9b57e5f2,mécanique des navires,optional,1,validation
