occupation_id,text_left,concept_id,text_right,label,source,course_scope
http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,gestionnaire des modifications et de la configuration des TIC,http://data.europa.eu/esco/skill/0868eef3-2213-4572-9343-74931345a7d3,administrer un système de TIC,1,esco_historique,ict
http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,gestionnaire des modifications et de la configuration des TIC,http://data.europa.eu/esco/skill/ae4f0cc6-e0b9-47f5-bdca-2fc2e6316dce,gérer des environnements TIC de virtualisation,1,esco_historique,ict
http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,gestionnaire des modifications et de la configuration des TIC,http://data.europa.eu/esco/skill/1e7ed56a-6d6b-422f-962e-38543d150755,gérer les changements dans un système de TIC,1,esco_historique,ict
http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,gestionnaire des modifications et de la configuration des TIC,http://data.europa.eu/esco/skill/71c2f41e-14de-4b23-82ad-5dbcd54ba5b0,déployer des systèmes TIC,1,esco_historique,ict
http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,gestionnaire des modifications et de la configuration des TIC,http://data.europa.eu/esco/skill/3c03ee71-4a23-448f-b79e-81fd75d27dca,appliquer la gestion du changement,1,esco_historique,ict
http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,gestionnaire des modifications et de la configuration des TIC,http://data.europa.eu/esco/skill/e54ff029-1ce9-447d-a5b2-eb7283a23e6e,former le personnel,1,esco_historique,ict
http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,gestionnaire des modifications et de la configuration des TIC,http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68,assurer la gestion de projets,1,esco_historique,ict
http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,gestionnaire des modifications et de la configuration des TIC,http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,programmation informatique,1,esco_historique,ict
http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,gestionnaire des modifications et de la configuration des TIC,http://data.europa.eu/esco/skill/d12e9d68-84c5-444e-aa98-d36533bf03f6,appliquer des opérations pour un environnement ITIL,1,esco_historique,ict
http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,gestionnaire des modifications et de la configuration des TIC,http://data.europa.eu/esco/skill/11430d93-c835-48ed-8e70-285fa69c9ae6,créer une architecture en nuage,1,esco_historique,ict
http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,gestionnaire des modifications et de la configuration des TIC,http://data.europa.eu/esco/skill/9bb7a97a-1a16-431e-8ea6-ad0f9f59aa0a,objectifs de contrôle de l’information et des technologies associées,1,esco_historique,ict
http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,gestionnaire des modifications et de la configuration des TIC,http://data.europa.eu/esco/skill/925463a7-d51f-4d5b-9f79-4d28cf30acde,environnement de développement intégré,1,esco_historique,ict
http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,gestionnaire des modifications et de la configuration des TIC,http://data.europa.eu/esco/skill/020918ef-4b55-47c1-8430-ab7b8f6a7377,transférer des données existantes,1,esco_historique,ict
http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,gestionnaire des modifications et de la configuration des TIC,http://data.europa.eu/esco/skill/172020d1-e151-445b-8173-e2a5fb16fe51,utiliser des outils de génie logiciel assisté par ordinateur,1,esco_historique,ict
http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,gestionnaire des modifications et de la configuration des TIC,http://data.europa.eu/esco/skill/c7451027-8249-405a-bb1b-342ff0f3fb3b,Salt (outils de gestion de configuration logicielle),1,esco_historique,ict
http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,gestionnaire des modifications et de la configuration des TIC,http://data.europa.eu/esco/skill/f47a1998-0beb-43be-9f46-380aa4d183da,Jenkins (outils de gestion de configuration logicielle),1,esco_historique,ict
http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,gestionnaire des modifications et de la configuration des TIC,http://data.europa.eu/esco/skill/6417a4cc-6f61-4459-a114-761a7fa0279d,Puppet (outils de gestion de configuration logicielle),1,esco_historique,ict
http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,gestionnaire des modifications et de la configuration des TIC,http://data.europa.eu/esco/skill/0d168770-4d9c-4096-b048-a6577818d306,Apache Maven,1,esco_historique,ict
http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,gestionnaire des modifications et de la configuration des TIC,http://data.europa.eu/esco/skill/55c16653-343c-4d02-a9de-7d8e864a4592,Codenvy,1,esco_historique,ict
http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,gestionnaire des modifications et de la configuration des TIC,http://data.europa.eu/esco/skill/6b3afb82-c4ea-4f14-be54-a757fb762663,Vagrant,1,esco_historique,ict
http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,gestionnaire des modifications et de la configuration des TIC,http://data.europa.eu/esco/skill/69f0167e-75d9-46cf-847f-72a592880ebb,STAF,1,esco_historique,ict
http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,gestionnaire des modifications et de la configuration des TIC,http://data.europa.eu/esco/skill/2f04bb71-d476-43b3-a60b-5df1d05f5681,Octopus Deploy,1,esco_historique,ict
http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,gestionnaire des modifications et de la configuration des TIC,http://data.europa.eu/esco/skill/49f85a99-086c-45b6-a6fa-eb90305af7b1,Chef (outils de gestion de configuration logicielle),1,esco_historique,ict
http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,gestionnaire des modifications et de la configuration des TIC,http://data.europa.eu/esco/skill/ff25cbf0-6978-4c4c-887e-d4b185410d74,effectuer des tests de récupération de logiciel,1,esco_historique,ict
http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,gestionnaire des modifications et de la configuration des TIC,http://data.europa.eu/esco/skill/2180bd8c-86de-4889-8165-adac902eee9d,systèmes embarqués,1,esco_historique,ict
http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,gestionnaire des modifications et de la configuration des TIC,http://data.europa.eu/esco/skill/7961413f-61d0-4722-9cd9-20a050a29899,effectuer un test de logiciel,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/c4b626c1-e71c-44ec-9f88-042766f37fcc,convivialité de l’application,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/85f46538-ae70-498a-bfbc-b8ddafe96c7d,niveaux de test logiciels,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/438ff259-d086-4004-acda-1ec3e1631bc6,anomalies logicielles,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/eb3aa8c1-fb14-47b4-a352-b7975abd2480,reproduire les problèmes du logiciel client,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/0e361e34-c563-4892-b9d3-873a6a4fef8a,catégories de jeux numériques,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/913e7e83-b8f8-4574-b1ca-1b38f3fd974a,exécuter des tests de logiciel,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/78a74fd1-efc6-49dc-adb1-1b0fbe35c22c,fournir la documentation de test logiciel,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/561c2525-5bd8-4d86-8f45-820f4be7db93,rédiger les conclusions d’un test,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/b9f16465-56a9-426b-a047-0f9f1f95ec92,aborder des problèmes avec un esprit critique,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/d5a59ca8-2e91-472e-8571-d12ce4478679,méthode de gestion de projets procédurale,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9,méthodes de gestion de projets TIC,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/0a9acb6b-1139-4be9-b431-3a80a959f2f4,gestion de projets par méthode Agile,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/da6393d5-a53c-4863-abc7-51f36281d74e,gestion de projets allégée,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/9cf681c7-89ec-470c-b651-7fe03786f586,langages de requête,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/7557f0f4-b8bc-4ac0-b91e-222ab1ba744f,outils d’automatisation de test TIC,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/6014921e-1d25-4039-adc2-04852d61880e,outils de débogage TIC,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/9d1b08b3-ba1e-41f6-a466-1ac1e62eb5f0,effectuer l’examen du code source,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/9136cbf1-7916-4f1c-bc9a-0318ee1d6016,Interaction homme-machine,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/2522a6ce-3202-4ac8-9f5b-b9cb5a3a83a1,déboguer un logiciel,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/be0ff6d8-5e61-4021-9c89-e40cf0b75cc6,mesurer l’ergonomie d’un logiciel,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/5ef0c719-5bcb-49f8-b8eb-824388225333,utiliser la programmation de scripts,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/de0be6e8-644c-4cc9-9c8d-925dd98dda56,conception de l’interaction du logiciel,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/1c00bc98-2713-4c62-82c5-6d86f2e6a4cb,principes d’animation,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/208b41bd-3b61-4439-b3ca-d39628dd7fe3,écrire l’histoire d’un jeu numérique,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/1b7c716e-af95-4cda-a42f-6479c8b139f5,MDX,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/f597f772-24d3-4cec-813c-cf5a7027c794,N1QL,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/3f4dab51-572b-4e2c-85ef-3b4c3f7094e1,XQuery,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/a57a54b6-2f2e-43e4-9621-b52f4a63cb08,LDAP,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/99207709-d076-4cce-ba38-e90d3bb28806,langage de requête Cadre de Description des Ressources,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/5da8018b-ae85-4cde-ad93-0394369018f3,SPARQL,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/c7d24594-0c11-4b27-9039-fe0bb903da8e,LINQ,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/ff25cbf0-6978-4c4c-887e-d4b185410d74,effectuer des tests de récupération de logiciel,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/3140d979-2d6a-4c10-add9-f7091103829f,créer un concept de jeu numérique,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/446d29ed-9eaa-4798-bb91-5f196651ad0a,créer un logiciel de test de jeux,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/6a322874-e32f-4cd8-9683-badce67a7f73,développer des tests logiciels automatisés,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/7253d98c-4a6d-4e37-8b6c-accca9f4b639,développer une suite de tests TIC,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/0e1fe34b-f4e7-4642-8c8b-5a05ac3438e5,gérer un planning de tâches,1,esco_historique,ict
http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e,testeur de jeux numériques/testeuse de jeux numériques,http://data.europa.eu/esco/skill/b6843068-2dd3-43ea-9625-3aaffe9f0112,démontrer la fonctionnalité de jeux vidéo,1,esco_historique,ict
http://data.europa.eu/esco/occupation/2fb96c6c-8d0b-4ef0-b1ee-3e493305e4eb,architecte en nuage,http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0,technologies de dématérialisation,1,esco_historique,ict
http://data.europa.eu/esco/occupation/2fb96c6c-8d0b-4ef0-b1ee-3e493305e4eb,architecte en nuage,http://data.europa.eu/esco/skill/11430d93-c835-48ed-8e70-285fa69c9ae6,créer une architecture en nuage,1,esco_historique,ict
http://data.europa.eu/esco/occupation/2fb96c6c-8d0b-4ef0-b1ee-3e493305e4eb,architecte en nuage,http://data.europa.eu/esco/skill/6195c5f7-a4fb-425d-a3dd-c4467c4471a3,déployer des ressources en nuage,1,esco_historique,ict
http://data.europa.eu/esco/occupation/2fb96c6c-8d0b-4ef0-b1ee-3e493305e4eb,architecte en nuage,http://data.europa.eu/esco/skill/4da4587a-fd0b-4ca2-886c-c42a1562d432,concevoir des réseaux en nuage,1,esco_historique,ict
http://data.europa.eu/esco/occupation/2fb96c6c-8d0b-4ef0-b1ee-3e493305e4eb,architecte en nuage,http://data.europa.eu/esco/skill/94b2c46e-6338-4a1d-950a-d44eef018c53,collaborer avec des ingénieurs,1,esco_historique,ict
http://data.europa.eu/esco/occupation/2fb96c6c-8d0b-4ef0-b1ee-3e493305e4eb,architecte en nuage,http://data.europa.eu/esco/skill/0a52bed5-fd29-45fb-aba6-e32bccfda1c1,planifier une migration vers l’informatique en nuage,1,esco_historique,ict
http://data.europa.eu/esco/occupation/2fb96c6c-8d0b-4ef0-b1ee-3e493305e4eb,architecte en nuage,http://data.europa.eu/esco/skill/0a9acb6b-1139-4be9-b431-3a80a959f2f4,gestion de projets par méthode Agile,1,esco_historique,ict
http://data.europa.eu/esco/occupation/2fb96c6c-8d0b-4ef0-b1ee-3e493305e4eb,architecte en nuage,http://data.europa.eu/esco/skill/c453cf81-6197-428e-84c6-70c773b63f27,cadres d'architecture TIC,1,esco_historique,ict
http://data.europa.eu/esco/occupation/2fb96c6c-8d0b-4ef0-b1ee-3e493305e4eb,architecte en nuage,http://data.europa.eu/esco/skill/7e796b51-49d7-4e73-95af-2e7323763f15,concevoir une base de données dans le nuage,1,esco_historique,ict
http://data.europa.eu/esco/occupation/2fb96c6c-8d0b-4ef0-b1ee-3e493305e4eb,architecte en nuage,http://data.europa.eu/esco/skill/ce8ae6ca-61d8-4174-b457-641de96cbff4,automatiser les tâches en nuage,1,esco_historique,ict
http://data.europa.eu/esco/occupation/2fb96c6c-8d0b-4ef0-b1ee-3e493305e4eb,architecte en nuage,http://data.europa.eu/esco/skill/6b643893-0a1f-4f6c-83a1-e7eef75849b9,développer à l’aide des services d’informatique en nuage,1,esco_historique,ict
http://data.europa.eu/esco/occupation/2fb96c6c-8d0b-4ef0-b1ee-3e493305e4eb,architecte en nuage,http://data.europa.eu/esco/skill/f0de4973-0a70-4644-8fd4-3a97080476f4,DevOps,1,esco_historique,ict
http://data.europa.eu/esco/occupation/2fb96c6c-8d0b-4ef0-b1ee-3e493305e4eb,architecte en nuage,http://data.europa.eu/esco/skill/dba46f87-0831-49cd-a1c7-340a653c0221,développement par méthode agile,1,esco_historique,ict
http://data.europa.eu/esco/occupation/2fb96c6c-8d0b-4ef0-b1ee-3e493305e4eb,architecte en nuage,http://data.europa.eu/esco/skill/38716afc-a93b-44ab-96cc-2ecf67edcf32,procéder à la reprogrammation de l’informatique en nuage,1,esco_historique,ict
http://data.europa.eu/esco/occupation/2fb96c6c-8d0b-4ef0-b1ee-3e493305e4eb,architecte en nuage,http://data.europa.eu/esco/skill/7af6e9e8-1e11-4c0b-b7c6-ac96bbbbc674,coordonner des équipes d’ingénieurs,1,esco_historique,ict
http://data.europa.eu/esco/occupation/2fb96c6c-8d0b-4ef0-b1ee-3e493305e4eb,architecte en nuage,http://data.europa.eu/esco/skill/1c2978b8-bb0d-4249-9c23-877571a4dffa,sécurité et conformité du nuage,1,esco_historique,ict
http://data.europa.eu/esco/occupation/5f50290d-f520-4a69-85c7-1390d2a4a8b6,testeur d’utilisabilité/testeuse d’utilisabilité,http://data.europa.eu/esco/skill/7bdcdadb-146c-475f-8cff-921c6fd5f858,définir des schémas comportementaux,1,esco_historique,ict
http://data.europa.eu/esco/occupation/5f50290d-f520-4a69-85c7-1390d2a4a8b6,testeur d’utilisabilité/testeuse d’utilisabilité,http://data.europa.eu/esco/skill/c4b626c1-e71c-44ec-9f88-042766f37fcc,convivialité de l’application,1,esco_historique,ict
http://data.europa.eu/esco/occupation/5f50290d-f520-4a69-85c7-1390d2a4a8b6,testeur d’utilisabilité/testeuse d’utilisabilité,http://data.europa.eu/esco/skill/85f46538-ae70-498a-bfbc-b8ddafe96c7d,niveaux de test logiciels,1,esco_historique,ict
http://data.europa.eu/esco/occupation/5f50290d-f520-4a69-85c7-1390d2a4a8b6,testeur d’utilisabilité/testeuse d’utilisabilité,http://data.europa.eu/esco/skill/896563fc-6255-4419-89c2-ffed30159ad6,mener un entretien de recherche,1,esco_historique,ict
http://data.europa.eu/esco/occupation/5f50290d-f520-4a69-85c7-1390d2a4a8b6,testeur d’utilisabilité/testeuse d’utilisabilité,http://data.europa.eu/esco/skill/0737ad0a-75ac-4696-988b-565820577ac0,utiliser une carte d’expérience,1,esco_historique,ict
http://data.europa.eu/esco/occupation/5f50290d-f520-4a69-85c7-1390d2a4a8b6,testeur d’utilisabilité/testeuse d’utilisabilité,http://data.europa.eu/esco/skill/9136cbf1-7916-4f1c-bc9a-0318ee1d6016,Interaction homme-machine,1,esco_historique,ict
http://data.europa.eu/esco/occupation/5f50290d-f520-4a69-85c7-1390d2a4a8b6,testeur d’utilisabilité/testeuse d’utilisabilité,http://data.europa.eu/esco/skill/465e7c78-cd26-4503-a5ca-40009e807705,évaluer l’interaction des utilisateurs avec les applications des TIC,1,esco_historique,ict
http://data.europa.eu/esco/occupation/5f50290d-f520-4a69-85c7-1390d2a4a8b6,testeur d’utilisabilité/testeuse d’utilisabilité,http://data.europa.eu/esco/skill/be0ff6d8-5e61-4021-9c89-e40cf0b75cc6,mesurer l’ergonomie d’un logiciel,1,esco_historique,ict
http://data.europa.eu/esco/occupation/5f50290d-f520-4a69-85c7-1390d2a4a8b6,testeur d’utilisabilité/testeuse d’utilisabilité,http://data.europa.eu/esco/skill/f0f5bb34-71df-4715-9c9e-03567b76ec8f,créer la maquette fonctionnelle d’un site web,1,esco_historique,ict
http://data.europa.eu/esco/occupation/5f50290d-f520-4a69-85c7-1390d2a4a8b6,testeur d’utilisabilité/testeuse d’utilisabilité,http://data.europa.eu/esco/skill/eb3aa8c1-fb14-47b4-a352-b7975abd2480,reproduire les problèmes du logiciel client,1,esco_historique,ict
http://data.europa.eu/esco/occupation/5f50290d-f520-4a69-85c7-1390d2a4a8b6,testeur d’utilisabilité/testeuse d’utilisabilité,http://data.europa.eu/esco/skill/3d3db1e7-b041-495e-8a93-deeacded8a2f,définir des schémas émotionnels,1,esco_historique,ict
http://data.europa.eu/esco/occupation/5f50290d-f520-4a69-85c7-1390d2a4a8b6,testeur d’utilisabilité/testeuse d’utilisabilité,http://data.europa.eu/esco/skill/269b8734-fa1d-4c6f-a843-523fa3bbae6e,sciences du comportement,1,esco_historique,ict
http://data.europa.eu/esco/occupation/5f50290d-f520-4a69-85c7-1390d2a4a8b6,testeur d’utilisabilité/testeuse d’utilisabilité,http://data.europa.eu/esco/skill/913e7e83-b8f8-4574-b1ca-1b38f3fd974a,exécuter des tests de logiciel,1,esco_historique,ict
http://data.europa.eu/esco/occupation/5f50290d-f520-4a69-85c7-1390d2a4a8b6,testeur d’utilisabilité/testeuse d’utilisabilité,http://data.europa.eu/esco/skill/78a74fd1-efc6-49dc-adb1-1b0fbe35c22c,fournir la documentation de test logiciel,1,esco_historique,ict
http://data.europa.eu/esco/occupation/5f50290d-f520-4a69-85c7-1390d2a4a8b6,testeur d’utilisabilité/testeuse d’utilisabilité,http://data.europa.eu/esco/skill/a4c2aa71-086f-4a46-b481-2619673c9dfe,effectuer des activités de recherche d’utilisateur de TIC,1,esco_historique,ict
